battery_soc,charging_rate,grid_load,electricity_price,num_active_sessions,hour,day_of_week,hour_sin,hour_cos,day_sin,day_cos
0.13491775296693162,0.5075604043236386,1.0,0.17260337505136944,0.4,0,4,0.0,1.0,-0.433883739117558,-0.9009688679024191
0.6570356575973065,0.46438377525556873,0.9149091627338604,0.35651429453387345,0.4,0,4,0.0,1.0,-0.433883739117558,-0.9009688679024191
0.6296373571715792,0.24623094637632312,1.0,0.3107506556623768,0.3,0,4,0.0,1.0,-0.433883739117558,-0.9009688679024191
0.45853201342081595,0.9119711084730362,0.9553147370949425,0.2071396796983403,0.2,0,4,0.0,1.0,-0.433883739117558,-0.9009688679024191
0.5684321751134104,0.38630111085115293,1.0,0.19869314288164436,0.3,1,4,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
0.08905068247238314,0.1053222068013293,1.0,0.19112047245098385,0.6,1,4,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
0.7182840773164707,0.92259557050728,0.9624833347180062,0.27370425503030565,0.0,1,4,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
0.19948522403439461,0.8141581091769763,1.0,0.10749271311127317,0.1,1,4,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
0.37013375812320104,0.2514328116694711,1.0,0.22885617097673372,0.4,2,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0.27762304177124436,0.536900829008657,1.0,0.20938223935805866,0.5,2,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0.8616348965519683,0.8052285459558044,1.0,0.2760241473572873,0.2,2,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0.3657597851341401,0.3076418049009436,1.0,0.26158309702002247,0.3,2,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0.6962906222055428,0.801544756967245,1.0,0.1758269356022513,0.2,3,4,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191
0.8230155371909564,0.5392240248467163,1.0,0.2600066130595567,0.4,3,4,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191
0.4010309042852429,0.296141295677857,1.0,0.1239914220398767,0.9,3,4,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191
0.1745905495905563,0.20368670912773543,1.0,0.22814866468342787,0.5,3,4,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191
0.3437089023947123,0.3726744180637745,1.0,0.2815279847999801,0.2,4,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0.4991481489558943,0.1788408891972997,1.0,0.31753860857207583,0.2,4,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0.2730821336635348,0.3832122847751767,1.0,0.2648705255826498,0.2,4,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0.8987584109218513,0.24215347668761097,1.0,0.22842980577835692,0.2,4,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0.5752940563667996,0.33336979264871913,1.0,0.3211514129694047,0.0,5,4,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191
0.8869848056076193,0.9626290607407351,1.0,0.31075028326383874,0.1,5,4,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191
0.7642322181761602,0.8611306951782728,1.0,0.21887106253898558,0.1,5,4,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191
0.5085363473846368,0.5245134314105513,1.0,0.26281237847660627,0.4,5,4,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191
0.16971084759014607,0.664097442120547,1.0,0.2925406923728262,0.3,6,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
0.5582683944862469,0.03530814463708594,1.0,0.3034100546361608,0.3,6,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
0.9178132739451845,0.31325353559512725,1.0,0.20174985538908904,0.3,6,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
0.5595639788262162,0.029098573044046873,1.0,0.3044958917045159,0.1,6,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
0.9766752843559579,0.5838869297699099,1.0,0.13314724070254053,0.7,7,4,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
0.057362168493656995,0.49999139929410163,1.0,0.26588439855785456,0.3,7,4,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
0.6125568761292506,0.8944802494462758,1.0,0.19649782939453436,0.0,7,4,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
0.6122998057853839,0.030627553028289373,1.0,0.20418153255515342,0.1,7,4,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
0.4369068842170228,0.1966735189267122,1.0,0.17411068618964612,0.2,8,4,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
0.19040868171674502,0.8269128832925784,1.0,0.275857270666974,0.2,8,4,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
0.24916204791472088,0.65958292540114,1.0,0.39017313797323006,0.3,8,4,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
0.08790512793242744,0.053606247840716624,1.0,0.27432688505635006,0.2,8,4,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
0.7804810006285434,0.9878702111736817,1.0,0.29897237636917734,0.4,9,4,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
0.031319060355205736,0.7474033733242594,1.0,0.09302133563543254,0.4,9,4,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
0.603277177678378,0.1292265289239875,1.0,0.40631410219066805,0.1,9,4,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
